Month,Year,Corporate Entity,Pipeline Name,Key Point,Latitude,Longitude,Original Nominations (1000 m3/d),Accepted Nominations (1000 m3/d),Apportionment Percentage
1,2012,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.5,,0.0
2,2012,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.7,,0.0
3,2012,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.5,,0.0
4,2012,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,3.1,,0.0
5,2012,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.6,,0.0
6,2012,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.6,,0.0
7,2012,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.3,,0.0
8,2012,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.4,,0.0
9,2012,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.7,,0.0
10,2012,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.5,,0.0
11,2012,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.7,,0.0
12,2012,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.4,,0.0
1,2013,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.6,,0.0
2,2013,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.3,,0.0
3,2013,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.1,,0.0
4,2013,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.6,,0.0
5,2013,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.5,,0.0
6,2013,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.4,,0.0
7,2013,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.4,,0.0
8,2013,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.5,,0.0
9,2013,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.9,,0.0
10,2013,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.1,,0.0
11,2013,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.3,,0.0
12,2013,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.3,,0.0
1,2014,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.4,,0.0
2,2014,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.3,,0.0
3,2014,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.6,,0.0
4,2014,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.5,,0.0
5,2014,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.4,,0.0
6,2014,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.5,,0.0
7,2014,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.3,,0.0
8,2014,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.3,,0.0
9,2014,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.4,,0.0
10,2014,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.7,,0.0
11,2014,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.2,,0.0
12,2014,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.4,,0.0
1,2015,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.1,,0.0
2,2015,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.9,,0.0
3,2015,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.2,,0.0
4,2015,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.0,,0.0
5,2015,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.1,,0.0
6,2015,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.1,,0.0
7,2015,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.1,,0.0
8,2015,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.0,,0.0
9,2015,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.0,,0.0
10,2015,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.2,,0.0
11,2015,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.0,,0.0
12,2015,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.1,,0.0
1,2016,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.8,,0.0
2,2016,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.0,,0.0
3,2016,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.0,,0.0
4,2016,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.9,,0.0
5,2016,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,2.0,,0.0
6,2016,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.9,,0.0
7,2016,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.9,,0.0
8,2016,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.7,,0.0
9,2016,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.6,,0.0
10,2016,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.9,,0.0
11,2016,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.4,,0.0
12,2016,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,0.5,,0.0
1,2017,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,0.2,,0.0
2,2017,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,0.2,,0.0
3,2017,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,0.3,,0.0
4,2017,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,0.3,,0.0
5,2017,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,0.3,,0.0
6,2017,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,0.3,,0.0
7,2017,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,0.32039999999999996,,0.0
8,2017,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,0.35869999999999996,,0.0
9,2017,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,0.1133,,0.0
10,2017,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,0.125,,0.0
11,2017,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,0.083,,0.0
12,2017,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,0.08,,0.0
1,2019,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.3049741935483872,,0.0
2,2019,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.5535714285714286,,0.0
3,2019,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.2999999999999998,,0.0
1,2020,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.7483870967741937,,0.0
2,2020,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.5,,0.0
3,2020,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.3719354838709679,,0.0
4,2020,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.1992,,0.0
5,2020,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,0.69,,0.0
6,2020,Enbridge Pipelines (NW) Inc. ,Norman Wells Pipeline,Zama,59.067,-118.852,1.3738,,0.0
1,2007,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
1,2007,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
1,2007,Enbridge Pipelines Inc.,Canadian Mainline,system,,,348.9225483870967,,0.0
2,2007,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
2,2007,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
2,2007,Enbridge Pipelines Inc.,Canadian Mainline,system,,,356.19782142857173,,0.0
3,2007,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
3,2007,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
3,2007,Enbridge Pipelines Inc.,Canadian Mainline,system,,,358.9313548387101,,0.0
4,2007,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
4,2007,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
4,2007,Enbridge Pipelines Inc.,Canadian Mainline,system,,,341.2903333333335,,0.0
5,2007,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
5,2007,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
5,2007,Enbridge Pipelines Inc.,Canadian Mainline,system,,,324.4813225806454,,0.0
6,2007,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
6,2007,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
6,2007,Enbridge Pipelines Inc.,Canadian Mainline,system,,,326.40156666666655,,0.0
7,2007,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
7,2007,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
7,2007,Enbridge Pipelines Inc.,Canadian Mainline,system,,,324.34274838709695,,0.0
8,2007,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
8,2007,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
8,2007,Enbridge Pipelines Inc.,Canadian Mainline,system,,,329.4800967741937,,0.0
9,2007,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
9,2007,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
9,2007,Enbridge Pipelines Inc.,Canadian Mainline,system,,,340.0598999999999,,0.0
10,2007,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
10,2007,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
10,2007,Enbridge Pipelines Inc.,Canadian Mainline,system,,,345.46780645161294,,0.0
11,2007,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
11,2007,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
11,2007,Enbridge Pipelines Inc.,Canadian Mainline,system,,,366.2638333333332,,0.07
12,2007,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
12,2007,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
12,2007,Enbridge Pipelines Inc.,Canadian Mainline,system,,,380.5318387096772,,0.0
1,2008,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
1,2008,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
1,2008,Enbridge Pipelines Inc.,Canadian Mainline,system,,,372.279612903226,,0.0
2,2008,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
2,2008,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
2,2008,Enbridge Pipelines Inc.,Canadian Mainline,system,,,394.72260714285693,,0.03
3,2008,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
3,2008,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
3,2008,Enbridge Pipelines Inc.,Canadian Mainline,system,,,360.6516129032258,,0.0
4,2008,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
4,2008,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
4,2008,Enbridge Pipelines Inc.,Canadian Mainline,system,,,328.6774666666664,,0.0
5,2008,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
5,2008,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
5,2008,Enbridge Pipelines Inc.,Canadian Mainline,system,,,350.88432258064546,,0.0
6,2008,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
6,2008,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
6,2008,Enbridge Pipelines Inc.,Canadian Mainline,system,,,359.7791333333331,,0.0
7,2008,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
7,2008,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
7,2008,Enbridge Pipelines Inc.,Canadian Mainline,system,,,341.67477419354896,,0.0
8,2008,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
8,2008,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
8,2008,Enbridge Pipelines Inc.,Canadian Mainline,system,,,342.3694838709679,,0.0
9,2008,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
9,2008,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
9,2008,Enbridge Pipelines Inc.,Canadian Mainline,system,,,329.9216333333335,,0.0
10,2008,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
10,2008,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
10,2008,Enbridge Pipelines Inc.,Canadian Mainline,system,,,361.2366451612903,,0.0
11,2008,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
11,2008,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
11,2008,Enbridge Pipelines Inc.,Canadian Mainline,system,,,367.1718666666669,,0.0
12,2008,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
12,2008,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
12,2008,Enbridge Pipelines Inc.,Canadian Mainline,system,,,390.7979677419356,,0.24
1,2009,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
1,2009,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
1,2009,Enbridge Pipelines Inc.,Canadian Mainline,system,,,372.606903225806,,0.06
2,2009,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
2,2009,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
2,2009,Enbridge Pipelines Inc.,Canadian Mainline,system,,,343.7822857142859,,0.06
3,2009,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
3,2009,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
3,2009,Enbridge Pipelines Inc.,Canadian Mainline,system,,,340.49032258064534,,0.0
4,2009,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
4,2009,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
4,2009,Enbridge Pipelines Inc.,Canadian Mainline,system,,,336.9996666666662,,0.0
5,2009,Enbridge Pipelines Inc.,Canadian Mainline,Into-Sarnia,42.953,-82.372,,,
5,2009,Enbridge Pipelines Inc.,Canadian Mainline,ex-Gretna,49.017,-97.556,,,
5,2009,Enbridge Pipelines Inc.,Canadian Mainline,system,,,355.5898064516133,,0.0
